,Virus
5743,SARS_COV_2 
1166,SARS_COV_2 
8371,SARS_COV_2 
9698,SARS_COV_2 
7224,SARS_COV_2 
1718,SARS_COV_2 
6214,SARS_COV_2 
1271,SARS_COV_2 
3051,SARS_COV_2 
9392,SARS_COV_2 
2053,SARS_COV_2 
6496,SARS_COV_2 
9517,SARS_COV_2 
3415,SARS_COV_2 
1566,SARS_COV_2 
5439,SARS_COV_2 
6462,SARS_COV_2 
11762,MERS       
2519,SARS_COV_2 
2038,SARS_COV_2 
10146,SARS_COV_2 
7001,SARS_COV_2 
318,SARS_COV_2 
10444,SARS_COV_2 
4157,SARS_COV_2 
4974,SARS_COV_2 
2463,SARS_COV_2 
8860,SARS_COV_2 
169,SARS_COV_2 
9791,SARS_COV_2 
6823,SARS_COV_2 
5827,SARS_COV_2 
322,SARS_COV_2 
5288,SARS_COV_2 
7968,SARS_COV_2 
3212,SARS_COV_2 
13023,MERS       
12668,MERS       
9674,SARS_COV_2 
11671,MERS       
10071,SARS_COV_2 
4825,SARS_COV_2 
379,SARS_COV_2 
6481,SARS_COV_2 
3061,SARS_COV_2 
2544,SARS_COV_2 
1306,SARS_COV_2 
3845,SARS_COV_2 
3715,SARS_COV_2 
4889,SARS_COV_2 
498,SARS_COV_2 
3806,SARS_COV_2 
1789,SARS_COV_2 
5051,SARS_COV_2 
54,SARS_COV_2 
1470,SARS_COV_2 
5289,SARS_COV_2 
2553,SARS_COV_2 
6091,SARS_COV_2 
10682,SARS_COV_2 
7215,SARS_COV_2 
3519,SARS_COV_2 
8307,SARS_COV_2 
11065,SARS_COV_2 
3315,SARS_COV_2 
4946,SARS_COV_2 
9237,SARS_COV_2 
8605,SARS_COV_2 
1512,SARS_COV_2 
692,SARS_COV_2 
7239,SARS_COV_2 
8056,SARS_COV_2 
9317,SARS_COV_2 
1285,SARS_COV_2 
3234,SARS_COV_2 
11380,MERS       
1767,SARS_COV_2 
3240,SARS_COV_2 
12545,MERS       
12463,MERS       
11596,MERS       
4099,SARS_COV_2 
8554,SARS_COV_2 
4237,SARS_COV_2 
3382,SARS_COV_2 
7842,SARS_COV_2 
6784,SARS_COV_2 
4289,SARS_COV_2 
1521,SARS_COV_2 
9304,SARS_COV_2 
10754,SARS_COV_2 
7938,SARS_COV_2 
7489,SARS_COV_2 
10117,SARS_COV_2 
4837,SARS_COV_2 
3911,SARS_COV_2 
10953,SARS_COV_2 
1830,SARS_COV_2 
10492,SARS_COV_2 
12288,MERS       
1725,SARS_COV_2 
1421,SARS_COV_2 
1466,SARS_COV_2 
8487,SARS_COV_2 
6700,SARS_COV_2 
2428,SARS_COV_2 
7890,SARS_COV_2 
7048,SARS_COV_2 
1145,SARS_COV_2 
5831,SARS_COV_2 
12875,MERS       
1761,SARS_COV_2 
11620,MERS       
9455,SARS_COV_2 
9657,SARS_COV_2 
11463,MERS       
7400,SARS_COV_2 
3889,SARS_COV_2 
514,SARS_COV_2 
11721,MERS       
6686,SARS_COV_2 
3442,SARS_COV_2 
8547,SARS_COV_2 
7504,SARS_COV_2 
1726,SARS_COV_2 
1185,SARS_COV_2 
6105,SARS_COV_2 
12101,MERS       
3409,SARS_COV_2 
13014,MERS       
3283,SARS_COV_2 
3121,SARS_COV_2 
6555,SARS_COV_2 
8132,SARS_COV_2 
10413,SARS_COV_2 
7333,SARS_COV_2 
10278,SARS_COV_2 
9832,SARS_COV_2 
3795,SARS_COV_2 
12273,MERS       
2984,SARS_COV_2 
4816,SARS_COV_2 
3116,SARS_COV_2 
9726,SARS_COV_2 
12528,MERS       
11817,MERS       
6367,SARS_COV_2 
1811,SARS_COV_2 
4637,SARS_COV_2 
4312,SARS_COV_2 
3630,SARS_COV_2 
5018,SARS_COV_2 
5063,SARS_COV_2 
9568,SARS_COV_2 
855,SARS_COV_2 
3659,SARS_COV_2 
1897,SARS_COV_2 
5177,SARS_COV_2 
6604,SARS_COV_2 
3065,SARS_COV_2 
11547,MERS       
11743,MERS       
6332,SARS_COV_2 
5898,SARS_COV_2 
12553,MERS       
1081,SARS_COV_2 
8984,SARS_COV_2 
8589,SARS_COV_2 
13022,MERS       
4143,SARS_COV_2 
8509,SARS_COV_2 
4477,SARS_COV_2 
7616,SARS_COV_2 
387,SARS_COV_2 
12018,MERS       
9276,SARS_COV_2 
8595,SARS_COV_2 
10855,SARS_COV_2 
975,SARS_COV_2 
4943,SARS_COV_2 
11769,MERS       
11102,SARS_COV_2 
10405,SARS_COV_2 
1611,SARS_COV_2 
2830,SARS_COV_2 
2281,SARS_COV_2 
10336,SARS_COV_2 
11660,MERS       
7650,SARS_COV_2 
6428,SARS_COV_2 
8583,SARS_COV_2 
3826,SARS_COV_2 
942,SARS_COV_2 
8573,SARS_COV_2 
4609,SARS_COV_2 
1775,SARS_COV_2 
5557,SARS_COV_2 
10013,SARS_COV_2 
562,SARS_COV_2 
3311,SARS_COV_2 
898,SARS_COV_2 
10020,SARS_COV_2 
9870,SARS_COV_2 
2960,SARS_COV_2 
11116,SARS_COV_2 
10076,SARS_COV_2 
9563,SARS_COV_2 
3495,SARS_COV_2 
2937,SARS_COV_2 
10382,SARS_COV_2 
629,SARS_COV_2 
5700,SARS_COV_2 
2294,SARS_COV_2 
11206,SARS_COV_2 
8470,SARS_COV_2 
1934,SARS_COV_2 
7961,SARS_COV_2 
12927,MERS       
4733,SARS_COV_2 
7916,SARS_COV_2 
6654,SARS_COV_2 
2929,SARS_COV_2 
5890,SARS_COV_2 
9444,SARS_COV_2 
4138,SARS_COV_2 
11370,MERS       
6578,SARS_COV_2 
2208,SARS_COV_2 
944,SARS_COV_2 
2473,SARS_COV_2 
2561,SARS_COV_2 
11115,SARS_COV_2 
8775,SARS_COV_2 
4640,SARS_COV_2 
8869,SARS_COV_2 
1300,SARS_COV_2 
11810,MERS       
1915,SARS_COV_2 
2200,SARS_COV_2 
11475,MERS       
1924,SARS_COV_2 
2701,SARS_COV_2 
1778,SARS_COV_2 
11889,MERS       
7198,SARS_COV_2 
4510,SARS_COV_2 
4055,SARS_COV_2 
3692,SARS_COV_2 
5979,SARS_COV_2 
9885,SARS_COV_2 
7585,SARS_COV_2 
719,SARS_COV_2 
4662,SARS_COV_2 
5165,SARS_COV_2 
9738,SARS_COV_2 
6414,SARS_COV_2 
11765,MERS       
12688,MERS       
10098,SARS_COV_2 
10357,SARS_COV_2 
5567,SARS_COV_2 
7347,SARS_COV_2 
10792,SARS_COV_2 
12216,MERS       
5848,SARS_COV_2 
360,SARS_COV_2 
432,SARS_COV_2 
1977,SARS_COV_2 
8148,SARS_COV_2 
9904,SARS_COV_2 
7764,SARS_COV_2 
10835,SARS_COV_2 
2028,SARS_COV_2 
4615,SARS_COV_2 
11731,MERS       
8063,SARS_COV_2 
11139,SARS_COV_2 
12984,MERS       
2691,SARS_COV_2 
10715,SARS_COV_2 
9107,SARS_COV_2 
1201,SARS_COV_2 
11736,MERS       
5441,SARS_COV_2 
13054,MERS       
13008,MERS       
9739,SARS_COV_2 
2403,SARS_COV_2 
11152,SARS_COV_2 
7590,SARS_COV_2 
4631,SARS_COV_2 
1376,SARS_COV_2 
13027,MERS       
3745,SARS_COV_2 
3137,SARS_COV_2 
11423,MERS       
6572,SARS_COV_2 
4251,SARS_COV_2 
1557,SARS_COV_2 
12099,MERS       
3306,SARS_COV_2 
13146,MERS       
10094,SARS_COV_2 
11230,SARS_COV_2 
8896,SARS_COV_2 
13151,MERS       
3142,SARS_COV_2 
6851,SARS_COV_2 
6963,SARS_COV_2 
12143,MERS       
6201,SARS_COV_2 
237,SARS_COV_2 
2498,SARS_COV_2 
9655,SARS_COV_2 
8357,SARS_COV_2 
11898,MERS       
10144,SARS_COV_2 
11542,MERS       
9884,SARS_COV_2 
13041,MERS       
8266,SARS_COV_2 
8392,SARS_COV_2 
3458,SARS_COV_2 
6299,SARS_COV_2 
12645,MERS       
2868,SARS_COV_2 
4838,SARS_COV_2 
1157,SARS_COV_2 
3373,SARS_COV_2 
39,SARS_COV_2 
12241,MERS       
7834,SARS_COV_2 
2857,SARS_COV_2 
7298,SARS_COV_2 
7409,SARS_COV_2 
6687,SARS_COV_2 
932,SARS_COV_2 
5762,SARS_COV_2 
10697,SARS_COV_2 
3318,SARS_COV_2 
6685,SARS_COV_2 
9330,SARS_COV_2 
11253,SARS_COV_2 
5245,SARS_COV_2 
13174,MERS       
7092,SARS_COV_2 
400,SARS_COV_2 
9279,SARS_COV_2 
11690,MERS       
839,SARS_COV_2 
4317,SARS_COV_2 
1697,SARS_COV_2 
6046,SARS_COV_2 
7336,SARS_COV_2 
265,SARS_COV_2 
2469,SARS_COV_2 
2140,SARS_COV_2 
5377,SARS_COV_2 
11835,MERS       
4968,SARS_COV_2 
7138,SARS_COV_2 
5409,SARS_COV_2 
639,SARS_COV_2 
3230,SARS_COV_2 
5174,SARS_COV_2 
5561,SARS_COV_2 
4978,SARS_COV_2 
6568,SARS_COV_2 
1495,SARS_COV_2 
9540,SARS_COV_2 
3587,SARS_COV_2 
3768,SARS_COV_2 
11520,MERS       
557,SARS_COV_2 
1780,SARS_COV_2 
13082,MERS       
8002,SARS_COV_2 
6593,SARS_COV_2 
9930,SARS_COV_2 
2930,SARS_COV_2 
9114,SARS_COV_2 
573,SARS_COV_2 
2188,SARS_COV_2 
826,SARS_COV_2 
2741,SARS_COV_2 
5335,SARS_COV_2 
10398,SARS_COV_2 
12699,MERS       
9179,SARS_COV_2 
12149,MERS       
8565,SARS_COV_2 
4888,SARS_COV_2 
3417,SARS_COV_2 
4944,SARS_COV_2 
11854,MERS       
5912,SARS_COV_2 
907,SARS_COV_2 
8635,SARS_COV_2 
3714,SARS_COV_2 
2339,SARS_COV_2 
1153,SARS_COV_2 
4005,SARS_COV_2 
8054,SARS_COV_2 
2726,SARS_COV_2 
1801,SARS_COV_2 
11673,MERS       
2639,SARS_COV_2 
6407,SARS_COV_2 
9166,SARS_COV_2 
12352,MERS       
7050,SARS_COV_2 
7370,SARS_COV_2 
11361,MERS       
1489,SARS_COV_2 
11154,SARS_COV_2 
1114,SARS_COV_2 
4024,SARS_COV_2 
8538,SARS_COV_2 
4260,SARS_COV_2 
10670,SARS_COV_2 
1781,SARS_COV_2 
5462,SARS_COV_2 
9414,SARS_COV_2 
1827,SARS_COV_2 
4314,SARS_COV_2 
11634,MERS       
12276,MERS       
9922,SARS_COV_2 
1066,SARS_COV_2 
5732,SARS_COV_2 
5927,SARS_COV_2 
5138,SARS_COV_2 
10520,SARS_COV_2 
2305,SARS_COV_2 
11530,MERS       
8199,SARS_COV_2 
488,SARS_COV_2 
1456,SARS_COV_2 
11832,MERS       
5570,SARS_COV_2 
10703,SARS_COV_2 
4050,SARS_COV_2 
12157,MERS       
632,SARS_COV_2 
6048,SARS_COV_2 
1277,SARS_COV_2 
146,SARS_COV_2 
9953,SARS_COV_2 
1247,SARS_COV_2 
3494,SARS_COV_2 
6263,SARS_COV_2 
8572,SARS_COV_2 
12173,MERS       
524,SARS_COV_2 
8536,SARS_COV_2 
2083,SARS_COV_2 
6002,SARS_COV_2 
4209,SARS_COV_2 
337,SARS_COV_2 
12313,MERS       
8234,SARS_COV_2 
7667,SARS_COV_2 
4493,SARS_COV_2 
5073,SARS_COV_2 
9652,SARS_COV_2 
2062,SARS_COV_2 
6813,SARS_COV_2 
10996,SARS_COV_2 
10331,SARS_COV_2 
8440,SARS_COV_2 
8059,SARS_COV_2 
4148,SARS_COV_2 
7798,SARS_COV_2 
2684,SARS_COV_2 
5153,SARS_COV_2 
7559,SARS_COV_2 
10559,SARS_COV_2 
2618,SARS_COV_2 
1719,SARS_COV_2 
3502,SARS_COV_2 
3251,SARS_COV_2 
13191,MERS       
1345,SARS_COV_2 
794,SARS_COV_2 
11456,MERS       
11658,MERS       
4622,SARS_COV_2 
10633,SARS_COV_2 
9072,SARS_COV_2 
6567,SARS_COV_2 
1205,SARS_COV_2 
1134,SARS_COV_2 
3254,SARS_COV_2 
7119,SARS_COV_2 
11030,SARS_COV_2 
8205,SARS_COV_2 
2997,SARS_COV_2 
5745,SARS_COV_2 
1608,SARS_COV_2 
4129,SARS_COV_2 
7389,SARS_COV_2 
9039,SARS_COV_2 
7130,SARS_COV_2 
2202,SARS_COV_2 
2093,SARS_COV_2 
5398,SARS_COV_2 
8819,SARS_COV_2 
2953,SARS_COV_2 
5854,SARS_COV_2 
8385,SARS_COV_2 
6944,SARS_COV_2 
11167,SARS_COV_2 
1565,SARS_COV_2 
12199,MERS       
11868,MERS       
11182,SARS_COV_2 
8882,SARS_COV_2 
10152,SARS_COV_2 
12196,MERS       
3441,SARS_COV_2 
4200,SARS_COV_2 
1819,SARS_COV_2 
2934,SARS_COV_2 
10771,SARS_COV_2 
11577,MERS       
7552,SARS_COV_2 
11244,SARS_COV_2 
3286,SARS_COV_2 
10991,SARS_COV_2 
9671,SARS_COV_2 
3349,SARS_COV_2 
985,SARS_COV_2 
5136,SARS_COV_2 
3448,SARS_COV_2 
11545,MERS       
1103,SARS_COV_2 
2395,SARS_COV_2 
9147,SARS_COV_2 
3365,SARS_COV_2 
8181,SARS_COV_2 
3032,SARS_COV_2 
10293,SARS_COV_2 
6246,SARS_COV_2 
11064,SARS_COV_2 
7659,SARS_COV_2 
11862,MERS       
3732,SARS_COV_2 
1698,SARS_COV_2 
8401,SARS_COV_2 
11488,MERS       
11155,SARS_COV_2 
761,SARS_COV_2 
2372,SARS_COV_2 
9874,SARS_COV_2 
11036,SARS_COV_2 
9327,SARS_COV_2 
2845,SARS_COV_2 
8092,SARS_COV_2 
12305,MERS       
3128,SARS_COV_2 
9514,SARS_COV_2 
6293,SARS_COV_2 
5642,SARS_COV_2 
12633,MERS       
2936,SARS_COV_2 
5025,SARS_COV_2 
8936,SARS_COV_2 
11108,SARS_COV_2 
5670,SARS_COV_2 
1788,SARS_COV_2 
4786,SARS_COV_2 
4164,SARS_COV_2 
4479,SARS_COV_2 
12701,MERS       
7081,SARS_COV_2 
702,SARS_COV_2 
3316,SARS_COV_2 
6930,SARS_COV_2 
7666,SARS_COV_2 
9813,SARS_COV_2 
5249,SARS_COV_2 
7831,SARS_COV_2 
3210,SARS_COV_2 
5395,SARS_COV_2 
4963,SARS_COV_2 
7129,SARS_COV_2 
9243,SARS_COV_2 
11556,MERS       
4859,SARS_COV_2 
7872,SARS_COV_2 
4332,SARS_COV_2 
5325,SARS_COV_2 
7499,SARS_COV_2 
5729,SARS_COV_2 
6917,SARS_COV_2 
10793,SARS_COV_2 
482,SARS_COV_2 
5330,SARS_COV_2 
1353,SARS_COV_2 
11775,MERS       
803,SARS_COV_2 
11480,MERS       
10222,SARS_COV_2 
1668,SARS_COV_2 
4033,SARS_COV_2 
773,SARS_COV_2 
4921,SARS_COV_2 
7617,SARS_COV_2 
9352,SARS_COV_2 
2211,SARS_COV_2 
2964,SARS_COV_2 
1558,SARS_COV_2 
11134,SARS_COV_2 
12460,MERS       
425,SARS_COV_2 
12603,MERS       
3696,SARS_COV_2 
2297,SARS_COV_2 
7901,SARS_COV_2 
10347,SARS_COV_2 
8267,SARS_COV_2 
12456,MERS       
4860,SARS_COV_2 
6072,SARS_COV_2 
4923,SARS_COV_2 
7200,SARS_COV_2 
7982,SARS_COV_2 
7243,SARS_COV_2 
4451,SARS_COV_2 
2246,SARS_COV_2 
11538,MERS       
4422,SARS_COV_2 
3353,SARS_COV_2 
3920,SARS_COV_2 
10691,SARS_COV_2 
8031,SARS_COV_2 
6625,SARS_COV_2 
5712,SARS_COV_2 
5301,SARS_COV_2 
1634,SARS_COV_2 
10808,SARS_COV_2 
10186,SARS_COV_2 
9293,SARS_COV_2 
2108,SARS_COV_2 
3861,SARS_COV_2 
3056,SARS_COV_2 
12997,MERS       
1574,SARS_COV_2 
3951,SARS_COV_2 
7525,SARS_COV_2 
7935,SARS_COV_2 
5113,SARS_COV_2 
7592,SARS_COV_2 
11293,SARS_COV_2 
2254,SARS_COV_2 
10990,SARS_COV_2 
3298,SARS_COV_2 
10860,SARS_COV_2 
6336,SARS_COV_2 
2602,SARS_COV_2 
11061,SARS_COV_2 
9954,SARS_COV_2 
4650,SARS_COV_2 
1861,SARS_COV_2 
3595,SARS_COV_2 
1,SARS_COV_2 
1001,SARS_COV_2 
180,SARS_COV_2 
5502,SARS_COV_2 
9515,SARS_COV_2 
7087,SARS_COV_2 
3895,SARS_COV_2 
4890,SARS_COV_2 
10836,SARS_COV_2 
7208,SARS_COV_2 
11870,MERS       
10069,SARS_COV_2 
12203,MERS       
9970,SARS_COV_2 
8515,SARS_COV_2 
12156,MERS       
3036,SARS_COV_2 
3486,SARS_COV_2 
12092,MERS       
3604,SARS_COV_2 
10233,SARS_COV_2 
12282,MERS       
1969,SARS_COV_2 
2766,SARS_COV_2 
8934,SARS_COV_2 
2833,SARS_COV_2 
13160,MERS       
11249,SARS_COV_2 
7278,SARS_COV_2 
7754,SARS_COV_2 
5076,SARS_COV_2 
1019,SARS_COV_2 
12094,MERS       
4744,SARS_COV_2 
4665,SARS_COV_2 
4509,SARS_COV_2 
5042,SARS_COV_2 
5894,SARS_COV_2 
3592,SARS_COV_2 
6931,SARS_COV_2 
7840,SARS_COV_2 
10925,SARS_COV_2 
12937,MERS       
8990,SARS_COV_2 
7832,SARS_COV_2 
92,SARS_COV_2 
4309,SARS_COV_2 
9401,SARS_COV_2 
874,SARS_COV_2 
439,SARS_COV_2 
9709,SARS_COV_2 
2036,SARS_COV_2 
4597,SARS_COV_2 
12682,MERS       
11593,MERS       
2071,SARS_COV_2 
1256,SARS_COV_2 
9641,SARS_COV_2 
11531,MERS       
3679,SARS_COV_2 
13105,MERS       
11707,MERS       
10538,SARS_COV_2 
6705,SARS_COV_2 
8241,SARS_COV_2 
4567,SARS_COV_2 
415,SARS_COV_2 
12243,MERS       
7573,SARS_COV_2 
9822,SARS_COV_2 
7973,SARS_COV_2 
8517,SARS_COV_2 
728,SARS_COV_2 
5024,SARS_COV_2 
8849,SARS_COV_2 
4561,SARS_COV_2 
1905,SARS_COV_2 
11750,MERS       
13122,MERS       
1956,SARS_COV_2 
5488,SARS_COV_2 
2588,SARS_COV_2 
9608,SARS_COV_2 
9132,SARS_COV_2 
11165,SARS_COV_2 
9893,SARS_COV_2 
234,SARS_COV_2 
7234,SARS_COV_2 
3403,SARS_COV_2 
10663,SARS_COV_2 
3027,SARS_COV_2 
10943,SARS_COV_2 
3273,SARS_COV_2 
3085,SARS_COV_2 
1899,SARS_COV_2 
3285,SARS_COV_2 
3045,SARS_COV_2 
9286,SARS_COV_2 
10654,SARS_COV_2 
2031,SARS_COV_2 
2174,SARS_COV_2 
2434,SARS_COV_2 
3872,SARS_COV_2 
9820,SARS_COV_2 
10627,SARS_COV_2 
12567,MERS       
8165,SARS_COV_2 
7619,SARS_COV_2 
1222,SARS_COV_2 
5661,SARS_COV_2 
7516,SARS_COV_2 
10774,SARS_COV_2 
5221,SARS_COV_2 
1587,SARS_COV_2 
9664,SARS_COV_2 
8535,SARS_COV_2 
6082,SARS_COV_2 
5430,SARS_COV_2 
3132,SARS_COV_2 
2057,SARS_COV_2 
12116,MERS       
8326,SARS_COV_2 
5771,SARS_COV_2 
9187,SARS_COV_2 
12915,MERS       
9160,SARS_COV_2 
6224,SARS_COV_2 
2601,SARS_COV_2 
11922,MERS       
9011,SARS_COV_2 
5889,SARS_COV_2 
3841,SARS_COV_2 
4917,SARS_COV_2 
9909,SARS_COV_2 
11324,SARS_COV_2 
4688,SARS_COV_2 
5952,SARS_COV_2 
9256,SARS_COV_2 
4564,SARS_COV_2 
3456,SARS_COV_2 
2627,SARS_COV_2 
5749,SARS_COV_2 
10184,SARS_COV_2 
6357,SARS_COV_2 
6588,SARS_COV_2 
919,SARS_COV_2 
6202,SARS_COV_2 
7040,SARS_COV_2 
12858,MERS       
2359,SARS_COV_2 
12520,MERS       
10867,SARS_COV_2 
5535,SARS_COV_2 
1430,SARS_COV_2 
2338,SARS_COV_2 
4983,SARS_COV_2 
4998,SARS_COV_2 
1615,SARS_COV_2 
905,SARS_COV_2 
9992,SARS_COV_2 
1402,SARS_COV_2 
12182,MERS       
3675,SARS_COV_2 
2330,SARS_COV_2 
6839,SARS_COV_2 
